sites.sitename,lat,lon,mean,stand.age,dominant.veg,scientific.name,variable.name,city,state,country,soil.classification,continent,biogeog,FAO.ecozone
Sambong Exhibition Forests,35.46,127.64,42.95,37,2TDN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Sambong Exhibition Forests,35.46,127.64,37.85,37,2TDN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Sambong Exhibition Forests,35.46,127.64,42.2,37,2TDN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Sambong Exhibition Forests,35.46,127.64,41.2,20,2TDN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Sambong Exhibition Forests,35.46,127.64,42.25,20,2TDN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Minamata Forest-P2,32.17,130.58,188.8,NRA,2TEB,,biomass_ag_C,NAC,NAC,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Werner_2006_ncac research site in China,21.96,101.2,268.0,999,2TEB,,biomass_ag_C,NAC,NAC,China,Sandy loam (Yellow lateritic),Asia,IndoMalay,Tropical mountain system
Siwaliks,33.0,73.0,306.84,NAC,2TDB,,biomass_ag_C,NAC,Haryana,India,NAC,Asia,Palearctic,Subtropical steppe
Siwaliks,33.0,73.0,83.49,NAC,2TEN,,biomass_ag_C,NAC,Haryana,India,NAC,Asia,Palearctic,Subtropical steppe
Siwaliks,33.0,73.0,6.85,NAC,2TDB,,biomass_ag_C,NAC,Haryana,India,NAC,Asia,Palearctic,Subtropical steppe
San Francisco Mountains,35.42,-111.67,16.4,NAC,2TEN,,biomass_ag_C,NAC,Arizona,USA,Clay loam (Aridic Argiustolls),North America,Nearctic,Subtropical mountain system
San Francisco Mountains,35.42,-111.67,21.45,NAC,2TEN,,biomass_ag_C,NAC,Arizona,USA,Clay loam (Aridic Argiustolls),North America,Nearctic,Subtropical mountain system
San Francisco Mountains,35.42,-111.67,24.45,NAC,2TEN,,biomass_ag_C,NAC,Arizona,USA,Clay loam (Aridic Argiustolls),North America,Nearctic,Subtropical mountain system
Canaima National Park,5.0,-61.0,171.0,NRA,2TEB,,biomass_ag_C,NAC,NAC,Venezuela,NAC,South America,Neotropics,Tropical mountain system
Canaima National Park,5.0,-61.0,180.0,50,2TEB,,biomass_ag_C,NAC,NAC,Venezuela,NAC,South America,Neotropics,Tropical mountain system
Canaima National Park,5.0,-61.0,71.5,NRA,2TEB,,biomass_ag_C,NAC,NAC,Venezuela,NAC,South America,Neotropics,Tropical mountain system
Yoshiwa,34.18,132.13,113.25,102,2TDB,,biomass_ag_C,NAC,Hiroshima,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Isagi_1994_csac research site in Kyoto Japan,35.0116,135.7681,52.3,20,2TEB,,biomass_ag_C,NAC,Kyoto,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Haw River,36.0,-79.33,48.07,13.5,2TEN,,biomass_ag_C,NAC,North Carolina,USA,Sandy loam,North America,Nearctic,Subtropical humid forest
Cehegin,38.1,-1.8,34.31,NAC,2TE,,biomass_ag_C,NAC,Murcia,Spain,Loam (Petric calcisol),Europe,Palearctic,Subtropical dry forest
Cehegin,38.1,-1.8,12.44,100,2TEB,,biomass_ag_C,NAC,Murcia,Spain,Loam (Petric calcisol),Europe,Palearctic,Subtropical dry forest
SMEAR II,61.85,24.28333,3.905,39,2TEN,,biomass_ag_C,NAC,NAC,Finland,Podzols,Europe,Palearctic,Boreal coniferous forest
SMEAR II,61.85,24.28333,4.13,41,2TEN,,biomass_ag_C,NAC,NAC,Finland,Podzols,Europe,Palearctic,Boreal coniferous forest
SMEAR II,61.85,24.28333,4.635,42,2TEN,,biomass_ag_C,NAC,NAC,Finland,Podzols,Europe,Palearctic,Boreal coniferous forest
SMEAR II,61.85,24.28333,4.645,43,2TEN,,biomass_ag_C,NAC,NAC,Finland,Podzols,Europe,Palearctic,Boreal coniferous forest
SMEAR II,61.85,24.28333,5.02,44,2TEN,,biomass_ag_C,NAC,NAC,Finland,Podzols,Europe,Palearctic,Boreal coniferous forest
Experimental Forest of Kangwon National University,37.78333,127.8,43.06,38,2TDB,,biomass_ag_C,NAC,NAC,South Korea,Brown soil (silt loam),Asia,Palearctic,Temperate continental forest
Experimental Forest of Kangwon National University,37.78333,127.8,45.15,39,2TDB,,biomass_ag_C,NAC,NAC,South Korea,Brown soil (silt loam),Asia,Palearctic,Temperate continental forest
Hwangmaesan Soopkakkugi Model Forest,35.48444,127.9711,52.81,40,2TEN,,biomass_ag_C,NAC,NAC,South Korea,Brown forest soil (loam),Asia,Palearctic,Temperate continental forest
Hwangmaesan Soopkakkugi Model Forest,35.48444,127.9711,32.83,40,2TEN,,biomass_ag_C,NAC,NAC,South Korea,Brown forest soil (loam),Asia,Palearctic,Temperate continental forest
Noormets_2010_rocf research site in North Carolina USA,35.8,-76.6667,46.6,90,2TEN,,biomass_ag_C,NAC,North Carolina,USA,Histosol (loamy Haplosaprist),North America,Nearctic,Subtropical humid forest
Noormets_2010_rocf research site in North Carolina USA,35.8,-76.6667,52.9,90,2TEN,,biomass_ag_C,NAC,North Carolina,USA,Histosol (loamy Haplosaprist),North America,Nearctic,Subtropical humid forest
Noormets_2010_rocf research site in North Carolina USA,35.8,-76.6667,61.3,90,2TEN,,biomass_ag_C,NAC,North Carolina,USA,Histosol (loamy Haplosaprist),North America,Nearctic,Subtropical humid forest
South China Botanical Garden,23.333,113.5,13.1,4,2TE,,biomass_ag_C,NAC,Guangzhou,China,Laterite,Asia,IndoMalay,Subtropical humid forest
South China Botanical Garden,23.333,113.5,17.05,4,2TE,,biomass_ag_C,NAC,Guangzhou,China,Laterite,Asia,IndoMalay,Subtropical humid forest
South China Botanical Garden,23.333,113.5,15.55,4,2TE,,biomass_ag_C,NAC,Guangzhou,China,Laterite,Asia,IndoMalay,Subtropical humid forest
South China Botanical Garden,23.333,113.5,21.85,4,2TE,,biomass_ag_C,NAC,Guangzhou,China,Laterite,Asia,IndoMalay,Subtropical humid forest
Aracruz,-19.81667,-40.08333,31.2,4,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Ultisol,South America,Neotropics,Tropical rainforest
Aracruz,-19.81667,-40.08333,51.7,4,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Ultisol,South America,Neotropics,Tropical rainforest
Suzano,-18.03333,-39.86667,39.5,NAC,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Ultisol,South America,Neotropics,Tropical rainforest
Suzano,-18.03333,-39.86667,48.6,NAC,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Ultisol,South America,Neotropics,Tropical rainforest
International Paper,-22.35,-46.96667,41.1,4,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Oxisol,South America,Neotropics,Tropical moist forest
International Paper,-22.35,-46.96667,50.3,4,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Oxisol,South America,Neotropics,Tropical moist forest
Veracel,-16.35,-39.56667,58.1,NAC,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Ultisol,South America,Neotropics,Tropical rainforest
Veracel,-16.35,-39.56667,70.5,NAC,2TEB,,biomass_ag_C,NAC,NAC,Brazil,Ultisol,South America,Neotropics,Tropical rainforest
Anderstorp,57.25,13.58333,41.0,15,2TEN,,biomass_ag_C,NAC,NAC,Sweden,Histosol,Europe,Palearctic,Temperate continental forest
Bredaryd,57.18333,13.73333,48.25,15,2TEN,,biomass_ag_C,NAC,NAC,Sweden,Histosol,Europe,Palearctic,Temperate continental forest
Takayama Forest Research Station,36.12,137.3833,29.7,15,2TDB,,biomass_ag_C,Takayama,Gifu,Japan,NAC,Asia,Palearctic,Temperate mountain system
Almagro_2010_bcap research site in Murcia Spain,38.1,-1.8,32.94,150,2TE,,biomass_ag_C,NAC,Murcia,Spain,Loam (Petric calcisol),Europe,Palearctic,Subtropical dry forest
Almagro_2010_bcap research site in Murcia Spain,38.1,-1.8,3.51,25,2TE,,biomass_ag_C,NAC,Murcia,Spain,Loam (Petric calcisol),Europe,Palearctic,Subtropical dry forest
Almagro_2010_bcap research site in Murcia Spain,38.1,-1.8,8.3,100,2TDB,,biomass_ag_C,NAC,Murcia,Spain,Loam (Petric calcisol),Europe,Palearctic,Subtropical dry forest
Sardinilla,9.316667,-79.63333,1.25,NAC,2TDB,,biomass_ag_C,NAC,NAC,Panama,Silty clay (Oxisols),North America,Neotropics,Tropical rainforest
Mt. Makiling Forest Reserve,14.12806,121.2289,113.0,60,2TEB,,biomass_ag_C,NAC,Luzon,Philippines,Clay loam,Asia,IndoMalay,Tropical rainforest
Mt. Makiling Forest Reserve,14.12806,121.2289,228.7,NAC,2TEB,,biomass_ag_C,NAC,Luzon,Philippines,Clay loam,Asia,IndoMalay,Tropical rainforest
Tu_2011_ssnd research site in Liujiang China,30.0,103.6333,127.0,8,2TDB,,biomass_ag_C,NAC,Liujiang,China,Purple soil,Asia,Palearctic,Subtropical humid forest
Luquillo Experimental Forest/Bisley,18.3,-65.8,74.0,999,2TEB,,biomass_ag_C,NAC,Puerto Rico,USA,Ultisols,North America,Neotropics,Tropical mountain system
Luquillo Experimental Forest/Bisley,18.3,-65.8,89.0,999,2TEB,,biomass_ag_C,NAC,Puerto Rico,USA,Ultisols,North America,Neotropics,Tropical mountain system
Luquillo Experimental Forest/Icacos,18.3,-65.8,103.0,999,2TEB,,biomass_ag_C,NAC,Puerto Rico,USA,Ultisols,North America,Neotropics,Tropical mountain system
Luquillo Experimental Forest/Icacos,18.3,-65.8,79.0,999,2TEB,,biomass_ag_C,NAC,Puerto Rico,USA,Ultisols,North America,Neotropics,Tropical mountain system
Arevalo_2011_luce research site in Alberta Canada,54.2,-114.1333,3.8,2,2TDB,,biomass_ag_C,NAC,Alberta,Canada,Dark Gray Luvisol,North America,Nearctic,Boreal coniferous forest
Arevalo_2011_luce research site in Alberta Canada,54.2,-114.1333,55.9,9,2TDB,,biomass_ag_C,NAC,Alberta,Canada,Dark Gray Luvisol,North America,Nearctic,Boreal coniferous forest
Chae_2011_avos research site in South Korea,37.75705,127.1532,112.5,140,2TDB,,biomass_ag_C,NAC,NAC,South Korea,Sandy loam (Alfisol),Asia,Palearctic,Temperate continental forest
Parque Municipal do Bacaba-Cerrado,-14.683,-52.333,22.7,NI,2TDB,,biomass_ag_C,NAC,Mato Grosso,Brazil,Dystrophic Ferrasols,South America,Neotropics,Tropical moist forest
Parque Municipal do Bacaba-Cerradao,-14.683,-52.333,54.8,NI,2TD,,biomass_ag_C,NAC,Mato Grosso,Brazil,Dystrophic Ferrasols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,97.8,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,82.1,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,92.7,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,85.2,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,84.5,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,81.4,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,66.2,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,70.9,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,72.4,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,72.8,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,71.0,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Campoe_2012_spoc research site in Sao Paulo Brazil,-22.96778,-48.82778,63.8,6,2TDB,,biomass_ag_C,NAC,Sao Paulo,Brazil,Oxisols,South America,Neotropics,Tropical moist forest
Pegoes,38.63333,-8.6,69.5,9,2TDB,,biomass_ag_C,NAC,NAC,Portugal,NAC,Europe,Palearctic,Subtropical dry forest
Monte Novo,38.46667,-8.633333,62.0,45,2TDN,,biomass_ag_C,NAC,NAC,Portugal,NAC,Europe,Palearctic,Subtropical dry forest
Coruche,39.13333,-8.316667,27.5,60,2TDB,,biomass_ag_C,NAC,NAC,Portugal,NAC,Europe,Palearctic,Subtropical dry forest
Malua Forest Reserve,5.333611,117.4406,128.0,NAC,2TEB,,biomass_ag_C,NAC,Sabah,Malaysia,Orthic acrisol,Asia,IndoMalay,Tropical rainforest
Malua Forest Reserve,5.333611,117.4406,91.9,25,2TEB,,biomass_ag_C,NAC,Sabah,Malaysia,Orthic acrisol,Asia,IndoMalay,Tropical rainforest
Itatinga,-23.03333,-48.63333,48.7,6,2TD,,biomass_ag_C,NAC,NAC,Brazil,Ferralsols,South America,Neotropics,Tropical moist forest
Itatinga,-23.03333,-48.63333,63.9,6,2TDB,,biomass_ag_C,NAC,NAC,Brazil,Ferralsols,South America,Neotropics,Tropical moist forest
Itatinga,-23.03333,-48.63333,56.2,6,2TDB,,biomass_ag_C,NAC,NAC,Brazil,Ferralsols,South America,Neotropics,Tropical moist forest
Mt. Worak National Park,36.85472,129.0781,52.25,NAC,2TD,,biomass_ag_C,NAC,NAC,South Korea,NAC,Asia,Palearctic,Temperate continental forest
Mt. Worak National Park,36.85472,129.0781,81.94,NRA,2TDB,,biomass_ag_C,NAC,NAC,South Korea,NAC,Asia,Palearctic,Temperate continental forest
Flambeau River State Forest,45.62333,-90.79667,2.71,80,2TDB,,biomass_ag_C,NAC,Wisconsin,USA,Silt loams (glossudalfs),North America,Nearctic,Temperate continental forest
Mt. Ailao Nature Reserve,24.53,101.02,499.0,300,2TE,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,IndoMalay,Subtropical mountain system
Shisanling,40.2726,116.2251,45.135,28,2TEN,,biomass_ag_C,Changping District,Beijing,China,Alluvial,Asia,Palearctic,Temperate mountain system
Shisanling,40.2726,116.2251,33.9176,7,2TEN,,biomass_ag_C,Changping District,Beijing,China,Alluvial,Asia,Palearctic,Temperate mountain system
Shisanling,40.2726,116.2251,25.868,7,2TEN,,biomass_ag_C,Changping District,Beijing,China,Alluvial,Asia,Palearctic,Temperate mountain system
Alligator River National Wildlife Refuge,35.78,-75.9,375.0,NAC,2TD,,biomass_ag_C,NAC,NAC,USA,Pungo and Belhaven mucks,North America,Nearctic,Subtropical humid forest
Noh_2013_cand research site in South Korea,37.78361,127.1769,88.1,70,2TEN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Noh_2013_cand research site in South Korea,37.78361,127.1769,87.3,70,2TEN,,biomass_ag_C,NAC,NAC,South Korea,Silt loam,Asia,Palearctic,Temperate continental forest
Soro,55.48694,11.64583,98.86,89,2TDB,,biomass_ag_C,NAC,Zealand,Denmark,Alfisols or Mollisols,Europe,Palearctic,Temperate oceanic forest
Bellif national forest,37.04492,9.102233,84.8,35,2TEB,,biomass_ag_C,NAC,NAC,Tunisia,Loam (Ferric Luvisol),Africa,Palearctic,Subtropical dry forest
Bellif national forest,37.04492,9.102233,156.2,86.5,2TEB,,biomass_ag_C,NAC,NAC,Tunisia,Loam (Ferric Luvisol),Africa,Palearctic,Subtropical dry forest
Mt. Dongling,39.95167,115.4275,47.9,2,2TDB,,biomass_ag_C,NAC,Beijing,China,Dark-brown,Asia,Palearctic,Temperate mountain system
Mt. Dongling,39.95167,115.4275,36.0,2,2TDB,,biomass_ag_C,NAC,Beijing,China,Dark-brown,Asia,Palearctic,Temperate mountain system
Mt. Dongling,39.95167,115.4275,50.5,2,2TEN,,biomass_ag_C,NAC,Beijing,China,Dark-brown,Asia,Palearctic,Temperate mountain system
Mt. Dongling,39.95167,115.4275,97.35,20,2TDB,,biomass_ag_C,NAC,Beijing,China,Dark-brown,Asia,Palearctic,Temperate mountain system
Mt. Dongling,39.95167,115.4275,74.8,20,2TDB,,biomass_ag_C,NAC,Beijing,China,Dark-brown,Asia,Palearctic,Temperate mountain system
Mt. Dongling,39.95167,115.4275,105.75,20,2TEN,,biomass_ag_C,NAC,Beijing,China,Dark-brown,Asia,Palearctic,Temperate mountain system
Mt. Asama,36.33,138.55,249.49,39,2TDB,,biomass_ag_C,NAC,Nagano,Japan,NAC,Asia,Palearctic,Temperate mountain system
Mt. Asama,36.33,138.55,234.55,39,2TDB,,biomass_ag_C,NAC,Nagano,Japan,NAC,Asia,Palearctic,Temperate mountain system
Liujiang,29.7,103.2333,127.0,10,2TDB,,biomass_ag_C,NAC,Sichuan,China,Dystric Purpli-Orthic Primosols,Asia,Palearctic,Subtropical humid forest
Nilsen_2013_csaf research site in Eidsberg Municipality Norway,59.83333,11.41667,94.19,5,2TEN,,biomass_ag_C,NAC,Eidsberg Municipality,Norway,Aquic Dysrudepts,Europe,Palearctic,Boreal coniferous forest
Nilsen_2013_csaf research site in Eidsberg Municipality Norway,59.83333,11.41667,189.14,81,2TEN,,biomass_ag_C,NAC,Eidsberg Municipality,Norway,Aquic Dysrudepts,Europe,Palearctic,Boreal coniferous forest
Nilsen_2013_csaf research site in Eidsberg Municipality Norway,59.83333,11.41667,170.52,81,2TEN,,biomass_ag_C,NAC,Eidsberg Municipality,Norway,Aquic Dysrudepts,Europe,Palearctic,Boreal coniferous forest
Harvard Forest-Simes,42.53333,-72.18333,135.0,132,2TEN,,biomass_ag_C,NAC,Massachusetts,USA,Typic Dystrochrepts (sandy loam),North America,Nearctic,Temperate mountain system
Harvard Forest-Simes,42.53333,-72.18333,5.9,5,2TEN,,biomass_ag_C,NAC,Massachusetts,USA,Typic Dystrochrepts (sandy loam),North America,Nearctic,Temperate mountain system
Burnham Brook,41.46667,-72.31667,9.3,18,2TDB,,biomass_ag_C,NAC,Massachusetts,USA,Typic Dystrochrepts (sandy loam),North America,Nearctic,Temperate continental forest
Black Pond,42.51667,-71.53333,17.4,135,2TDB,,biomass_ag_C,NAC,Massachusetts,USA,Typic Dystrochrepts (sandy loam),North America,Nearctic,Temperate continental forest
ASB Cameroon 1,2.59,11.03,89.23,11,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 1,2.59,11.03,6.1,4,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 1,2.59,11.03,104.64,20,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 2,2.42,11.25,36.35,10,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 2,2.42,11.25,7.19,4,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 2,2.42,11.25,208.43,22,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 4,3.93,11.57,61.8,9,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 4,3.93,11.57,3.9,4,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 4,3.93,11.57,126.7,15,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 3,4.24,11.26,114.4,9,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 3,4.24,11.26,2.8,4,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 3,4.24,11.26,107.9,20,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Cameroon 3,4.24,11.26,129.0,25,NAC,,biomass_ag_C,NAC,,Cameroon,,Africa,Afrotropics,Tropical rainforest
ASB Brazil 3,-10.01,-67.09,23.7,10,NAC,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 3,-10.01,-67.09,17.33,3,NAC,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 3,-10.01,-67.09,2.06,0,2GRAM,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 3,-10.01,-67.09,6.26,0,2GRAM,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 2,-10.13,-62.23,121.27,5,NAC,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 2,-10.13,-62.23,1.19,0,2GRAM,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 2,-10.13,-62.23,3.84,0,2GRAM,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 2,-10.13,-62.23,9.51,0,2GRAM,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 1,-10.06,-62.11,5.15,4,NAC,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 1,-10.06,-62.11,62.74,5,NAC,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
ASB Brazil 1,-10.06,-62.11,5.82,0,2GRAM,,biomass_ag_C,NAC,,Brazil,,South America,Neotropics,Tropical rainforest
Yenisei 2lu,60.72,89.13,0.0,2,2TEN,,biomass_ag_C,Bor,Krasnoyarskiy Kray,Russia,Inceptisol,Asia,Palearctic,Boreal coniferous forest
Yenisei 26lh/lw,60.74483,89.43833,2.232,26,2TEN,,biomass_ag_C,Bor,Krasnoyarskiy Kray,Russia,Inceptisol,Asia,Palearctic,Boreal coniferous forest
El Eden Ecological Reserve,21.21,-87.18222,23.8,4,NAC,,biomass_ag_C,NAC,Yucatan Peninsula,Mexico,,North America,Neotropics,Tropical moist forest
El Eden Ecological Reserve,21.21,-87.18222,31.5,5,NAC,,biomass_ag_C,NAC,Yucatan Peninsula,Mexico,,North America,Neotropics,Tropical moist forest
El Eden Ecological Reserve,21.21,-87.18222,37.7,6,NAC,,biomass_ag_C,NAC,Yucatan Peninsula,Mexico,,North America,Neotropics,Tropical moist forest
Tongariro National Park,-39.08333,175.75,55.3,25,2TEB,,biomass_ag_C,NAC,North Island,New Zealand,Andisols,Oceania,Australasia,Subtropical humid forest
Tongariro National Park,-39.08333,175.75,11.89,35,2TEB,,biomass_ag_C,NAC,North Island,New Zealand,Andisols,Oceania,Australasia,Subtropical humid forest
Tongariro National Park,-39.08333,175.75,13.26,55,2TEB,,biomass_ag_C,NAC,North Island,New Zealand,Andisols,Oceania,Australasia,Subtropical humid forest
Xiaolongshan Mountain,33.91056,106.1956,18.09,16,2TEN,,biomass_ag_C,NAC,Gansu Province,China,NAC,Asia,Palearctic,Temperate mountain system
Xiaolongshan Mountain,33.91056,106.1956,35.11,35,2TEN,,biomass_ag_C,NAC,Gansu Province,China,NAC,Asia,Palearctic,Temperate mountain system
Xiaolongshan Mountain,33.91056,106.1956,75.57,50,2TEN,,biomass_ag_C,NAC,Gansu Province,China,NAC,Asia,Palearctic,Temperate mountain system
Xiaolongshan Mountain,33.91056,106.1956,115.9,68,2TEN,,biomass_ag_C,NAC,Gansu Province,China,NAC,Asia,Palearctic,Temperate mountain system
Bragantina,-1.2,-47.25833,25.7,10,NAC,,biomass_ag_C,NAC,Para,Brazil,Oxisols,South America,Neotropics,Tropical rainforest
Bragantina,-1.2,-47.25833,31.3,20,NAC,,biomass_ag_C,NAC,Para,Brazil,Oxisols,South America,Neotropics,Tropical rainforest
Bragantina,-1.2,-47.25833,61.4,40,NAC,,biomass_ag_C,NAC,Para,Brazil,Oxisols,South America,Neotropics,Tropical rainforest
Barangay Gaas,10.42479,123.753,33.42,5,NAC,,biomass_ag_C,NAC,Leyte Island,Philippines,Andisols,Asia,IndoMalay,Tropical rainforest
